tmdbId,title,release_date,runtime,genres,popularity,vote_average,vote_count,poster_path,backdrop_path,original_language,original_title,adult,video,tagline,budget,revenue,homepage,imdb_id,production_companies,spoken_languages,status
53210.0,Duck Amuck,1953-02-28,7,"[{'id': 16, 'name': 'Animation'}, {'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}]",8.767,8.123,187,/gRZYLCncLa2mzE59qY38McDlFdN.jpg,/oIeJMpbaBnGwSncb4ErjGcgsG2b.jpg,en,Duck Amuck,False,False,,0,0,,tt0045708,"[{'id': 174, 'logo_path': '/IuAlhI9eVC9Z8UQWOIDdWRKSEJ.png', 'name': 'Warner Bros. Pictures', 'origin_country': 'US'}, {'id': 8298, 'logo_path': '/r6cuEYq7DqrHCNVa7vSanTS0cuw.png', 'name': 'Warner Bros. Cartoons', 'origin_country': 'US'}]","[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",Released
288.0,High Noon,1952-06-09,85,"[{'id': 37, 'name': 'Western'}]",17.282,7.703,1182,/bc1x6kIO9oF30y3IMFuKMJV2uOj.jpg,/6S4gjpkd359UuMLfrnUV1M695DF.jpg,en,High Noon,False,False,The story of a man who was too proud to run.,730000,8000000,,tt0044706,"[{'id': 60, 'logo_path': '/1SEj4nyG3JPBSKBbFhtdcHRaIF9.png', 'name': 'United Artists', 'origin_country': 'US'}, {'id': 893, 'logo_path': None, 'name': 'Stanley Kramer Productions', 'origin_country': 'US'}]","[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}, {'english_name': 'Italian', 'iso_639_1': 'it', 'name': 'Italiano'}]",Released
354912.0,Coco,2017-10-27,105,"[{'id': 10751, 'name': 'Family'}, {'id': 16, 'name': 'Animation'}, {'id': 14, 'name': 'Fantasy'}, {'id': 10402, 'name': 'Music'}, {'id': 35, 'name': 'Comedy'}, {'id': 12, 'name': 'Adventure'}]",140.502,8.226,16767,/gGEsBPAijhVUFoiNpgZXqRVWJt2.jpg,/askg3SMvhqEl4OL52YuvdtY40Yb.jpg,en,Coco,False,False,The celebration of a lifetime,175000000,800526015,https://www.pixar.com/feature-films/coco,tt2380307,"[{'id': 2, 'logo_path': '/wdrCwmRnLFJhEoH8GSfymY85KHT.png', 'name': 'Walt Disney Pictures', 'origin_country': 'US'}, {'id': 3, 'logo_path': '/1TjvGVDMYsj6JBxOAkUHpPEwLf7.png', 'name': 'Pixar', 'origin_country': 'US'}]","[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}, {'english_name': 'Spanish', 'iso_639_1': 'es', 'name': 'Español'}]",Released
10835.0,The Killer,1989-07-06,110,"[{'id': 28, 'name': 'Action'}, {'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",17.243,7.7,609,/8hTxlSqMAHBXAh1eB69ir0BXhzE.jpg,/z8zZouMO4vvRNVAwexgMbaIgxYe.jpg,cn,喋血雙雄,False,False,One Vicious Hitman. One Fierce Cop. Ten Thousand Bullets.,0,2350174,,tt0097202,"[{'id': 3618, 'logo_path': None, 'name': 'Film Workshop', 'origin_country': ''}, {'id': 5551, 'logo_path': None, 'name': 'Long Shong Pictures', 'origin_country': ''}, {'id': 6213, 'logo_path': None, 'name': 'Golden Princess Film Production Limited', 'origin_country': ''}, {'id': 44693, 'logo_path': None, 'name': 'Magnum Films Limited', 'origin_country': ''}, {'id': 105748, 'logo_path': None, 'name': 'Salon Films Thailand Co. Ltd.', 'origin_country': ''}, {'id': 187963, 'logo_path': None, 'name': 'Mandarin Film Lab Limited', 'origin_country': ''}, {'id': 189012, 'logo_path': None, 'name': 'International Subtitle Company', 'origin_country': ''}]","[{'english_name': 'Cantonese', 'iso_639_1': 'cn', 'name': '广州话 / 廣州話'}, {'english_name': 'Mandarin', 'iso_639_1': 'zh', 'name': '普通话'}, {'english_name': 'Japanese', 'iso_639_1': 'ja', 'name': '日本語'}]",Released
455008.0,AlphaGo,2017-04-21,90,"[{'id': 99, 'name': 'Documentary'}]",7.68,7.8,114,/mBebKFGVVuv6tDnUP8F5wKqxuNA.jpg,/j1uA9K21Dhu86mqyys8vqGgAB3u.jpg,en,AlphaGo,False,False,,0,0,http://www.alphagomovie.com/,tt6700846,"[{'id': 19375, 'logo_path': None, 'name': 'Moxie Pictures', 'origin_country': ''}, {'id': 92506, 'logo_path': None, 'name': 'Reel As Dirt', 'origin_country': ''}]","[{'english_name': 'Mandarin', 'iso_639_1': 'zh', 'name': '普通话'}, {'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}, {'english_name': 'French', 'iso_639_1': 'fr', 'name': 'Français'}, {'english_name': 'Korean', 'iso_639_1': 'ko', 'name': '한국어/조선말'}]",Released
37853.0,Mister Roberts,1955-07-10,123,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10751, 'name': 'Family'}, {'id': 10752, 'name': 'War'}]",8.275,7.0,123,/5B8Gc1N2S3CDWHBzm0VxaMPTyzJ.jpg,/sIpG2YH7TTgrOFILO7zWyZBR2Bh.jpg,en,Mister Roberts,False,False,All The Uproarious Fun Of the Smash Broadway Play!,0,0,,tt0048380,"[{'id': 174, 'logo_path': '/IuAlhI9eVC9Z8UQWOIDdWRKSEJ.png', 'name': 'Warner Bros. Pictures', 'origin_country': 'US'}, {'id': 128896, 'logo_path': None, 'name': 'Orange Productions', 'origin_country': ''}]","[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",Released
14793.0,Heima,2007-09-27,97,"[{'id': 99, 'name': 'Documentary'}, {'id': 10402, 'name': 'Music'}]",5.313,7.6,62,/tVJhQOYlfptuxWQHThhSF9K4vFb.jpg,/wZo7uXSGZHdd1d4Dj0LGKkWFqT0.jpg,en,Heima,False,False,,0,0,,tt1094594,[],"[{'english_name': 'Icelandic', 'iso_639_1': 'is', 'name': 'Íslenska'}, {'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",Released
13783.0,Breaker Morant,1980-06-11,107,"[{'id': 18, 'name': 'Drama'}, {'id': 36, 'name': 'History'}, {'id': 10752, 'name': 'War'}]",7.973,7.2,114,/Nr46BDNjBtz3s0wRvm84eK3PXl.jpg,/8w1oZHSJAsfiuym2hcX6suT2b2B.jpg,en,Breaker Morant,False,False,A powerful true story of bitter revenge...,107,0,,tt0080310,"[{'id': 2806, 'logo_path': '/vxOhCbpsRBh10m6LZ3HyImTYpPY.png', 'name': 'South Australian Film Corporation', 'origin_country': 'AU'}]","[{'english_name': 'Afrikaans', 'iso_639_1': 'af', 'name': 'Afrikaans'}, {'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",Released
419546.0,HyperNormalisation,2016-10-25,167,"[{'id': 99, 'name': 'Documentary'}]",10.13,7.495,97,/177obJJTawXVTLvKaw1RqKIF4o0.jpg,/54HEQPoD7zWGGaCusDnDBG3aCFO.jpg,en,HyperNormalisation,False,False,They know we know they lie,36501,0,https://www.bbc.co.uk/programmes/p04bkttz,tt6156350,"[{'id': 3324, 'logo_path': '/dqT3yOTlfJRmtvk52Ccd1O6dZ0A.png', 'name': 'BBC', 'origin_country': 'GB'}]","[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}, {'english_name': 'Russian', 'iso_639_1': 'ru', 'name': 'Pусский'}]",Released
18988.0,The Lion in Winter,1968-10-30,134,"[{'id': 18, 'name': 'Drama'}, {'id': 36, 'name': 'History'}]",11.182,7.451,266,/xcOcwbejB0T8HzapOizUwi6HZTi.jpg,/xlqAvgKXMWBfJFHDz9NXw9c5JZn.jpg,en,The Lion in Winter,False,False,What family doesn’t have its ups and downs?,0,0,,tt0063227,"[{'id': 494, 'logo_path': '/ioc65azmsAeL1XQN4dFnrpdJoMO.png', 'name': 'AVCO Embassy Pictures', 'origin_country': 'US'}, {'id': 18135, 'logo_path': None, 'name': 'Haworth Productions', 'origin_country': ''}]","[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",Released
521.0,Dial M for Murder,1954-05-29,105,"[{'id': 80, 'name': 'Crime'}, {'id': 53, 'name': 'Thriller'}]",17.789,8.017,2143,/4KKiFDvtEusJzqzlwHp7iMceXKS.jpg,/uFZdPBbtJOJfuowufvpdVzhfyIw.jpg,en,Dial M for Murder,False,False,If a woman answers... hang on for dear life!,1400000,3000000,,tt0046912,"[{'id': 174, 'logo_path': '/IuAlhI9eVC9Z8UQWOIDdWRKSEJ.png', 'name': 'Warner Bros. Pictures', 'origin_country': 'US'}]","[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",Released
9764.0,Dersu Uzala,1977-12-20,141,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 18, 'name': 'Drama'}]",12.104,8.1,407,/i6Z4A77eO22hD0rOUu7NlCMdZBr.jpg,/gLA1cUHcGGDO8pXYxhSljLId5wq.jpg,ru,Дерсу Узала,False,False,Kurosawa's Academy Award Winning Masterpiece,4000000,0,,tt0071411,"[{'id': 344, 'logo_path': '/xenuUvcunUNpbaDOYGhWZERaym7.png', 'name': 'Mosfilm', 'origin_country': 'SU'}, {'id': 880, 'logo_path': '/vwhPRAZ4lhUtSuaifk4Au2MIm92.png', 'name': 'Daiei Film', 'origin_country': 'JP'}, {'id': 6091, 'logo_path': None, 'name': 'Atelier 41', 'origin_country': ''}]","[{'english_name': 'Russian', 'iso_639_1': 'ru', 'name': 'Pусский'}]",Released
286217.0,The Martian,2015-09-30,141,"[{'id': 18, 'name': 'Drama'}, {'id': 12, 'name': 'Adventure'}, {'id': 878, 'name': 'Science Fiction'}]",53.051,7.67,17779,/5BHuvQ6p9kfc091Z8RiFNhCwL4b.jpg,/3dPhs7hUnQLphDFzdkD407VZDYo.jpg,en,The Martian,False,False,Bring Him Home,108000000,630161890,https://www.20thcenturystudios.com/movies/the-martian,tt3659388,"[{'id': 1645, 'logo_path': '/6Ry6uNBaa0IbbSs1XYIgX5DkA9r.png', 'name': 'Scott Free Productions', 'origin_country': 'GB'}, {'id': 28788, 'logo_path': None, 'name': 'Genre Films', 'origin_country': 'US'}]","[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}, {'english_name': 'Mandarin', 'iso_639_1': 'zh', 'name': '普通话'}]",Released
284.0,The Apartment,1960-06-21,125,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",24.892,8.224,1860,/jCgbZGYQ4PcfUBiI4679Vjz3H81.jpg,/vRTKNKNWLZ22fAgPa5kY8wT2b1F.jpg,en,The Apartment,False,False,"Movie-wise, there has never been anything like it - laugh-wise, love-wise, or otherwise-wise!",3000000,25000000,,tt0053604,"[{'id': 219, 'logo_path': None, 'name': 'The Mirisch Company', 'origin_country': 'US'}]","[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",Released
33324.0,Harlan County U.S.A.,1977-01-23,103,"[{'id': 99, 'name': 'Documentary'}]",7.179,7.6,79,/ellKxaweJC09DShpyvMESZZW9cO.jpg,/pVspyFNl8uE8jAoY3C973XkjTgB.jpg,en,Harlan County U.S.A.,False,False,Which Side Are You On?,0,0,,tt0074605,"[{'id': 7942, 'logo_path': '/jcPtOtTkjEhvdJE6libr8ReqUch.png', 'name': 'Cabin Creek Films', 'origin_country': 'US'}]","[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",Released
1585.0,It's a Wonderful Life,1946-12-20,130,"[{'id': 18, 'name': 'Drama'}, {'id': 10751, 'name': 'Family'}, {'id': 14, 'name': 'Fantasy'}]",55.175,8.261,3603,/mV3VcmMJN6Zwahj42dy9WwPUyRI.jpg,/ch3lDc4xQ9MpsNEpnRhvR8PIxxK.jpg,en,It's a Wonderful Life,False,False,It's a wonderful laugh! It's a wonderful love!,3180000,9644124,,tt0038650,"[{'id': 11770, 'logo_path': None, 'name': 'Liberty Films', 'origin_country': 'US'}]","[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",Released
41050.0,La Notte,1961-01-24,122,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",7.476,7.967,531,/32Z0Vsrt9LGAiBBwTKR8L9B3ICa.jpg,/p7xReCSm4lSmStrQdHWVuLEdL2Q.jpg,it,La notte,False,False,A new genre of motion picture... to make you think and feel.,0,0,,tt0054130,"[{'id': 142, 'logo_path': None, 'name': 'Silver Films', 'origin_country': 'FR'}, {'id': 17871, 'logo_path': None, 'name': 'Nepi Film', 'origin_country': 'IT'}, {'id': 17872, 'logo_path': None, 'name': 'Sofitedip', 'origin_country': 'FR'}]","[{'english_name': 'Italian', 'iso_639_1': 'it', 'name': 'Italiano'}]",Released
37247.0,The Graduate,1967-12-21,106,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",18.548,7.659,2807,/AuFvrbtWSPiBPIv9ewH2DV4nhCD.jpg,/kKktbfc437lKmOazPYKTTEGhkBh.jpg,en,The Graduate,False,False,This is Benjamin. He’s a little worried about his future.,3000000,104945305,,tt0061722,"[{'id': 494, 'logo_path': '/ioc65azmsAeL1XQN4dFnrpdJoMO.png', 'name': 'AVCO Embassy Pictures', 'origin_country': 'US'}, {'id': 47557, 'logo_path': None, 'name': 'Lawrence Turman Films, Inc.', 'origin_country': ''}]","[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",Released
891.0,All the President's Men,1976-01-18,138,"[{'id': 18, 'name': 'Drama'}, {'id': 36, 'name': 'History'}, {'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}]",12.257,7.684,1508,/cPtSHR7D2WGsDBfnC5DxV927hKn.jpg,/iPWbKty4Ktj9LU8tb5zghRBBFfr.jpg,en,All the President's Men,False,False,The most devastating detective story of this century.,8500000,70600000,,tt0074119,"[{'id': 316, 'logo_path': None, 'name': 'Wildwood Enterprises', 'origin_country': 'US'}]","[{'english_name': 'Spanish', 'iso_639_1': 'es', 'name': 'Español'}, {'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",Released
16305.0,Sullivan's Travels,1941-11-30,91,"[{'id': 12, 'name': 'Adventure'}, {'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",10.251,7.5,362,/z5cqIM0ysVjkCmaDfyTQnlozdIp.jpg,/7E4b9mXU9psvGbqCbI0aGEGI1oO.jpg,en,Sullivan's Travels,False,False,A Happy-Go Lucky Hitch-Hiker on the Highway to happiness! He wanted to see the world . . . but wound up in Lover's Lane!,700000,1200000,,tt0034240,"[{'id': 4, 'logo_path': '/gz66EfNoYPqHTYI4q9UEN4CbHRc.png', 'name': 'Paramount', 'origin_country': 'US'}]","[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",Released
86705.0,John Mulaney: New in Town,2012-01-31,58,"[{'id': 35, 'name': 'Comedy'}]",6.588,8.1,150,/ufE8KAkLQT9u91AgDSc5Oxa3DjW.jpg,/1DQUhxqRUw3yEPDLJE3zL0FYbEp.jpg,en,John Mulaney: New in Town,False,False,,0,0,,tt2246779,"[{'id': 787, 'logo_path': '/cCefBs1t7jxtiz3eCxBp9yxrxGx.png', 'name': '3 Arts Entertainment', 'origin_country': 'US'}, {'id': 5466, 'logo_path': '/1QCiwVMHyYxLtcEd4NGvlQ7cmA4.png', 'name': 'Irwin Entertainment', 'origin_country': 'US'}]","[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",Released
5511.0,Le Samouraï,1967-10-25,105,"[{'id': 80, 'name': 'Crime'}, {'id': 53, 'name': 'Thriller'}]",16.922,7.863,820,/5Fa6o5nfUPEatQ9b3OwEvdEdR7T.jpg,/znLq5iyuMVvHwDdgZf6HyVUNjWB.jpg,fr,Le Samouraï,False,False,His only friend was his gun!,0,39481,,tt0062229,"[{'id': 73, 'logo_path': None, 'name': 'Fida Cinematografica', 'origin_country': 'IT'}, {'id': 11788, 'logo_path': None, 'name': 'Compagnie Industrielle et Commerciale Cinématographique (CICC)', 'origin_country': 'FR'}, {'id': 42182, 'logo_path': None, 'name': 'Filmel', 'origin_country': ''}, {'id': 176750, 'logo_path': None, 'name': 'TC Productions', 'origin_country': ''}]","[{'english_name': 'French', 'iso_639_1': 'fr', 'name': 'Français'}]",Released
17015.0,Persuasion,1995-05-01,104,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",16.633,7.1,113,/10hycdhFLq3M3y0ONxIMSiY8Mrs.jpg,/evCHYeumw4Y4hikG4AG9o5yZXUW.jpg,en,Persuasion,False,False,"A love lost, but never forgotten in this new BBC dramatization",0,0,,tt0114117,"[{'id': 288, 'logo_path': '/aW0IpM9d4Zjj978EqgDVSxXXhTj.png', 'name': 'BBC Film', 'origin_country': 'GB'}]","[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",Released
396.0,Who's Afraid of Virginia Woolf?,1966-06-22,131,"[{'id': 18, 'name': 'Drama'}]",10.608,7.8,663,/wF7ihB5V5gSm6zxjv3ZhHOpgREI.jpg,/sZxPKiNCK8piKBtXAbm3Ucj6RQk.jpg,en,Who's Afraid of Virginia Woolf?,False,False,You are cordially invited to George and Martha's for an evening of fun and games,7500000,33736689,,tt0061184,"[{'id': 174, 'logo_path': '/IuAlhI9eVC9Z8UQWOIDdWRKSEJ.png', 'name': 'Warner Bros. Pictures', 'origin_country': 'US'}, {'id': 1684, 'logo_path': None, 'name': 'Chenault Productions', 'origin_country': ''}]","[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}, {'english_name': 'Latin', 'iso_639_1': 'la', 'name': 'Latin'}]",Released
14295.0,You Can Count on Me,2000-11-17,111,"[{'id': 18, 'name': 'Drama'}]",8.842,6.905,248,/7mGFmij1FZD5eUnNwvUjmpqrDl6.jpg,/hardcwpNmv4soWzTZWWD6OhzsSX.jpg,en,You Can Count on Me,False,False,Family first. Love always.,0,0,,tt0203230,"[{'id': 691, 'logo_path': None, 'name': 'Cappa Productions', 'origin_country': 'US'}, {'id': 11351, 'logo_path': None, 'name': 'Hart-Sharp Entertainment', 'origin_country': ''}, {'id': 68304, 'logo_path': None, 'name': 'Crush Entertainment', 'origin_country': ''}]","[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",Released
11202.0,Patton,1970-01-25,172,"[{'id': 10752, 'name': 'War'}, {'id': 18, 'name': 'Drama'}, {'id': 36, 'name': 'History'}]",13.174,7.499,891,/rLM7jIEPTjj4CF7F1IrzzNjLUCu.jpg,/kOPYCJJVodXk76DutR217BkundU.jpg,en,Patton,False,False,The Rebel Warrior,12000000,89800000,,tt0066206,"[{'id': 25, 'logo_path': '/qZCc1lty5FzX30aOCVRBLzaVmcp.png', 'name': '20th Century Fox', 'origin_country': 'US'}]","[{'english_name': 'French', 'iso_639_1': 'fr', 'name': 'Français'}, {'english_name': 'German', 'iso_639_1': 'de', 'name': 'Deutsch'}, {'english_name': 'Russian', 'iso_639_1': 'ru', 'name': 'Pусский'}, {'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",Released
13015.0,George Carlin: Life Is Worth Losing,2005-11-05,74,"[{'id': 35, 'name': 'Comedy'}, {'id': 10770, 'name': 'TV Movie'}]",6.467,7.4,72,/xqkSO5Kd1XPVaZsq9ao1X1E24aC.jpg,/dshgTk27xBPggtyOxr1sEQmmPYf.jpg,en,George Carlin: Life Is Worth Losing,False,False,Some look at life on the bright side. He prefers the grave side.,0,0,http://www.georgecarlin.com,tt0484855,"[{'id': 2789, 'logo_path': None, 'name': 'Cable Stuff Productions', 'origin_country': ''}]","[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",Released
11898.0,Kind Hearts and Coronets,1949-06-21,104,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",7.966,7.653,413,/eBvpyRjD3DcCsWgdV6Y9oqPS7dO.jpg,/psDC2NgH2nj1mFeoMY2PwLkVBRv.jpg,en,Kind Hearts and Coronets,False,False,A hilarious study in the gentle art of murder.,0,0,,tt0041546,"[{'id': 2650, 'logo_path': '/sDWe94w5fuyfgfRKc3N27CSJvsD.png', 'name': 'Ealing Studios', 'origin_country': 'GB'}]","[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",Released
422.0,8½,1963-02-14,139,"[{'id': 14, 'name': 'Fantasy'}, {'id': 18, 'name': 'Drama'}]",14.0,8.208,1920,/9wvOlM8f3obvG9tNTkpZvF0CUU1.jpg,/hiXMQiwpa0fqPJxWLSMWTbpiWn8.jpg,it,8½,False,False,A picture that goes beyond what men think about - because no man ever thought about it in quite this way!,0,0,,tt0056801,"[{'id': 9387, 'logo_path': None, 'name': 'Cineriz', 'origin_country': 'IT'}, {'id': 10882, 'logo_path': None, 'name': 'Francinex', 'origin_country': 'FR'}]","[{'english_name': 'German', 'iso_639_1': 'de', 'name': 'Deutsch'}, {'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}, {'english_name': 'French', 'iso_639_1': 'fr', 'name': 'Français'}, {'english_name': 'Italian', 'iso_639_1': 'it', 'name': 'Italiano'}]",Released
14275.0,Hoop Dreams,1994-09-12,174,"[{'id': 99, 'name': 'Documentary'}]",7.505,7.7,250,/gLzHl2XBtVwycl8DxdOXRHPm8G3.jpg,/dLZ6XJP5VpeifymHkobzT5s5s1L.jpg,en,Hoop Dreams,False,False,An Extraordinary True Story.,700000,7830611,,tt0110057,"[{'id': 8, 'logo_path': '/78ilmDNTpdCfsakrsLqmAUkFTrO.png', 'name': 'Fine Line Features', 'origin_country': ''}, {'id': 13042, 'logo_path': '/k57hcv8sELrZCf1j33FDBNGDpF6.png', 'name': 'Kartemquin Films', 'origin_country': 'US'}]","[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",Released
10451.0,Eat Drink Man Woman,1994-08-03,123,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",14.837,7.465,255,/olhIWtIBFg6VWK59DEd4lAvgVgz.jpg,/4t5ImGrZLNUwOiKfLLi4iE9A2EV.jpg,zh,飲食男女,False,False,A comedy to arouse your appetite.,0,7294403,,tt0111797,"[{'id': 5528, 'logo_path': None, 'name': 'Ang Lee Productions', 'origin_country': ''}, {'id': 10565, 'logo_path': None, 'name': 'Good Machine', 'origin_country': 'US'}, {'id': 25345, 'logo_path': None, 'name': 'Central Motion Picture Corporation', 'origin_country': 'TW'}]","[{'english_name': 'Mandarin', 'iso_639_1': 'zh', 'name': '普通话'}]",Released
694.0,The Shining,1980-05-23,144,"[{'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}]",50.841,8.222,15331,/xazWoLealQwEgqZ89MLZklLZD3k.jpg,/mmd1HnuvAzFc4iuVJcnBrhDNEKr.jpg,en,The Shining,False,False,"He came as the caretaker, but this hotel had its own guardians - who'd been there a long time",19000000,44781695,,tt0081505,"[{'id': 88, 'logo_path': None, 'name': 'Hawk Films', 'origin_country': ''}, {'id': 174, 'logo_path': '/IuAlhI9eVC9Z8UQWOIDdWRKSEJ.png', 'name': 'Warner Bros. Pictures', 'origin_country': 'US'}, {'id': 734, 'logo_path': None, 'name': 'Producers Circle', 'origin_country': ''}, {'id': 11272, 'logo_path': None, 'name': 'Peregrine', 'origin_country': ''}]","[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",Released
497.0,The Green Mile,1999-12-10,189,"[{'id': 14, 'name': 'Fantasy'}, {'id': 18, 'name': 'Drama'}, {'id': 80, 'name': 'Crime'}]",92.489,8.507,14916,/velWPhVMQeQKcxggNEU8YmIo52R.jpg,/l6hQWH9eDksNJNiXWYRkWqikOdu.jpg,en,The Green Mile,False,False,Miracles do happen.,60000000,286801374,http://thegreenmile.warnerbros.com/,tt0120689,"[{'id': 97, 'logo_path': '/7znWcbDd4PcJzJUlJxYqAlPPykp.png', 'name': 'Castle Rock Entertainment', 'origin_country': 'US'}, {'id': 174, 'logo_path': '/IuAlhI9eVC9Z8UQWOIDdWRKSEJ.png', 'name': 'Warner Bros. Pictures', 'origin_country': 'US'}, {'id': 3982, 'logo_path': '/bli7HkPOXOEWsDwDK0W7XXfeUU2.png', 'name': 'Darkwoods Productions', 'origin_country': 'US'}]","[{'english_name': 'French', 'iso_639_1': 'fr', 'name': 'Français'}, {'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",Released
329865.0,Arrival,2016-11-10,116,"[{'id': 18, 'name': 'Drama'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 9648, 'name': 'Mystery'}]",62.165,7.577,15810,/x2FJsf1ElAgr63Y3PNPtJrcmpoe.jpg,/iTyh3hqTUjiRqQo8Uz1w1KtQti9.jpg,en,Arrival,False,False,Why are they here?,47000000,203388186,http://www.arrivalmovie.com/,tt2543164,"[{'id': 4, 'logo_path': '/gz66EfNoYPqHTYI4q9UEN4CbHRc.png', 'name': 'Paramount', 'origin_country': 'US'}, {'id': 2575, 'logo_path': '/9YJrHYlcfHtwtulkFMAies3aFEl.png', 'name': '21 Laps Entertainment', 'origin_country': 'US'}, {'id': 7294, 'logo_path': '/kK4PRgceWp9KNrycD8xx8seWxYU.png', 'name': 'Reliance Entertainment', 'origin_country': 'IN'}, {'id': 7493, 'logo_path': '/452FO4LcI6lA6bfgl6w1kQYRBlr.png', 'name': 'FilmNation Entertainment', 'origin_country': 'US'}, {'id': 32300, 'logo_path': None, 'name': 'Lava Bear Films', 'origin_country': 'US'}, {'id': 88466, 'logo_path': None, 'name': 'Xenolinguistics', 'origin_country': ''}]","[{'english_name': 'Mandarin', 'iso_639_1': 'zh', 'name': '普通话'}, {'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}, {'english_name': 'Russian', 'iso_639_1': 'ru', 'name': 'Pусский'}]",Released
318846.0,The Big Short,2015-12-11,131,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",23.544,7.331,7875,/isuQWbJPbjybBEWdcCaBUPmU0XO.jpg,/i7UCf0ysjbYYaqcSKUox9BJz4Kp.jpg,en,The Big Short,False,False,This is a true story.,28000000,133346506,http://www.thebigshortmovie.com,tt1596363,"[{'id': 4, 'logo_path': '/gz66EfNoYPqHTYI4q9UEN4CbHRc.png', 'name': 'Paramount', 'origin_country': 'US'}, {'id': 81, 'logo_path': '/8wOfUhA7vwU2gbPjQy7Vv3EiF0o.png', 'name': 'Plan B Entertainment', 'origin_country': 'US'}, {'id': 508, 'logo_path': '/7cxRWzi4LsVm4Utfpr1hfARNurT.png', 'name': 'Regency Enterprises', 'origin_country': 'US'}]","[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",Released
